"Question","Answer","Source","Metadata","SuggestedQuestions","IsContextOnly","Prompts","QnaId"
"Counties:","*   [Alameda County](http://www.acphd.org/2019-ncov.aspx)\n*   [Alpine County](http://alpinecountyca.gov/Index.aspx?NID=516)\n*   [Amador County](https://www.amadorgov.org/services/covid-19)\n*   [Butte County](https://www.buttecounty.net/publichealth)\n*   [Calaveras County](https://covid19.calaverasgov.us/)\n*   [Colusa County](https://www.countyofcolusa.org/99/Public-Health)\n*   [Contra Costa County](https://www.coronavirus.cchealth.org/)\n*   [Del Norte County](http://www.co.del-norte.ca.us/departments/health-human-services/public-health)\n*   [El Dorado County](https://www.edcgov.us/Government/hhsa/Pages/EDCCOVID-19.aspx)\n*   [Fresno County](https://www.co.fresno.ca.us/departments/public-health/covid-19)\n*   [Glenn County](https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19)\n*   [Humboldt County](https://humboldtgov.org/2018/Humboldt-Health-Alert)\n*   [Imperial County](http://www.icphd.org/health-information-and-resources/healthy-facts/covid-19/)\n*   [Inyo County](https://www.inyocounty.us/coronavirus-covid-19-response)\n*   [Kern County](https://kernpublichealth.com/2019-novel-coronavirus/)\n*   [Kings County](https://www.countyofkings.com/departments/health-welfare/public-health/coronavirus-disease-2019-covid-19/-fsiteid-1)\n*   [Lake County](http://health.co.lake.ca.us/Coronavirus.htm)\n*   [Lassen County](http://www.co.lassen.ca.us/)\n*   [Los Angeles County](http://publichealth.lacounty.gov/media/Coronavirus/)\n*   [Madera County](https://www.maderacounty.com/government/public-health/health-updates/corona-virus)\n*   [Marin County](https://coronavirus.marinhhs.org/)\n*   [Mariposa County](http://www.mariposacounty.org/1592/COVID-19-Information)\n*   [Mendocino County](https://www.mendocinocounty.org/community/novel-coronavirus)\n*   [Merced County](https://www.co.merced.ca.us/3350/Coronavirus-Disease-2019)\n*   [Modoc County](http://www.co.modoc.ca.us/)\n*   [Mono County](https://coronavirus.monocounty.ca.gov/)\n*   [Monterey County](https://www.co.monterey.ca.us/government/departments-a-h/health/diseases/2019-novel-coronavirus-covid-19)\n*   [Napa County](https://www.countyofnapa.org/2739/Coronavirus)\n*   [Nevada County](https://www.mynevadacounty.com/2924/Coronavirus)\n*   [Orange County](https://www.ochealthinfo.com/phs/about/epidasmt/epi/dip/prevention/novel_coronavirus)\n*   [Placer County](https://www.placer.ca.gov/coronavirus)\n*   [Plumas County](https://www.plumascounty.us/2669/Novel-Coronavirus-2019-COVID-19)\n*   [Riverside County](https://www.rivcoph.org/coronavirus)\n*   [Sacramento County](https://dhs.saccounty.net/PUB/Pages/PUB-Home.aspx)\n*   [San Benito County](https://hhsa.cosb.us/publichealth/communicable-disease/coronavirus/)\n*   [San Bernardino County](http://wp.sbcounty.gov/dph/coronavirus/)\n*   [San Diego County](https://www.sandiegocounty.gov/coronavirus.html)\n*   [San Francisco City and County](https://sf.gov/topics/coronavirus-covid-19)\n*   [San Joaquin County](https://www.sjgov.org/covid19/)\n*   [San Luis Obispo County](https://www.emergencyslo.org/en/covid19.aspx)\n*   [San Mateo County](https://www.smchealth.org/coronavirus)\n*   [Santa Barbara County](https://publichealthsbc.org/)\n*   [Santa Clara County](https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/home.aspx)\n*   [Santa Cruz County](https://www.santacruzhealth.org/HSAHome/HSADivisions/PublicHealth/CommunicableDiseaseControl/Coronavirus.aspx)\n*   [Shasta County](https://www.co.shasta.ca.us/index/hhsa/health-safety/current-heath-concerns/coronavirus)\n*   [Sierra County](http://sierracounty.ca.gov/582/Coronavirus-COVID-19)\n*   [Siskiyou County](https://www.co.siskiyou.ca.us/publichealth/page/coronavirus-covid-19-what-siskiyou-county-residents-need-know)\n*   [Solano County](http://www.solanocounty.com/depts/ph/ncov.asp)\n*   [Sonoma County](https://socoemergency.org/emergency/novel-coronavirus/)\n*   [Stanislaus County](http://schsa.org/publichealth/pages/corona-virus/)\n*   [Sutter County](https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus)\n*   [Tehama County](https://www.tehamacohealthservices.net/services/communicable-diseases/#current-events)\n*   [Trinity County](https://www.trinitycounty.org/)\n*   [Tulare County](https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/)\n*   [Tuolumne County](https://www.tuolumnecounty.ca.gov/250/Public-Health)\n*   [Ventura County](https://www.vcemergency.com/)\n*   [Yolo County](https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019)\n*   [Yuba County](https://www.yuba.org/coronavirus/)\n\nMore info: [Get local information](https://covid19.ca.gov/state-local-resources/)","https://covid19.ca.gov/state-local-resources/"," ","[]","false","[]","113"
"What are the restrictions in my area?",,"","","","","",""
"How are we helping the homeless?",,"","","","","",""
"How is the state protecting incarcerated people in California?","[California Department of Corrections and Rehabilitation (CDCR)](https://www.cdcr.ca.gov/covid19/) are dedicated to the safety of everyone who lives in, works in, and visits state prisons. CDCR has given all staff and inmates 2 reusable cloth masks to wear while moving between cells, dorms, meetings with others, or health care appointments. CDCR has also developed density and health care guidance to protect all inmates and staff, and has suspended volunteer services and in-person visiting.\n\nMore info: [Get local information](https://covid19.ca.gov/state-local-resources/)","https://covid19.ca.gov/state-local-resources/"," ","[]","false","[]","116"
"Who can I contact about my child custody order and child visitation rights?","Court operations vary from county to county. Please reach out to your [local government office](https://www.courts.ca.gov/find-my-court.htm?query=browse_courts) for more information. \n\nMore info: [Get local information](https://covid19.ca.gov/state-local-resources/)","https://covid19.ca.gov/state-local-resources/"," ","[]","false","[]","117"
"When is the disaster relief assistance available?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","370"
"Who is eligible for this disaster relief assistance?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","371"
"Can getting this assistance affect my ability to get a green card or to become a U.S. Citizen? Will receiving it make me a public charge?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","372"
"Is the personal information I provide to the nonprofits protected?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","373"
"How do I apply?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","374"
"How many people in a household can receive this assistance?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","375"
"How do eligible individuals receive this assistance?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","376"
"How long do I have to apply?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","377"
"If I am unable to apply for this program, are there other organizations that can help me?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","378"
"What other government programs may I be eligible for during the COVID-19 pandemic?",,"https://covid19.ca.gov/guide-immigrant-californians/","","[]","FALSE","[]","379"
"Youth and Teens","*   [California Youth Crisis Line](https://calyouth.org/cycl/)**:** Youth ages 12-24 can call or text [800-843-5200](tel:800-843-5200) or [chat online](https://m2.icarol.com/ConsumerRegistration.aspx?org=53141&pid=326&cc=en-US) for 24/7 crisis support.\n*   [TEEN LINE](https://teenlineonline.org/talk-now/): Teens can talk to another teen by texting “TEEN” to [839863](sms:839863) from 6pm – 9pm, or call [800-852-8336](tel:800-852-8336) from 6pm – 10pm.\n\nMore info: [Resources for emotional support and well-being](https://covid19.ca.gov/resources-for-emotional-support-and-well-being/)","https://covid19.ca.gov/resources-for-emotional-support-and-well-being/"," ","[]","false","[]","128"
"Veterans","[Veterans Crisis Line](https://www.veteranscrisisline.net): Call [800-273-8255](tel:800-273-8255) and Press 1 or text [838255](sms:838255) for 24/7 support.\n\nMore info: [Resources for emotional support and well-being](https://covid19.ca.gov/resources-for-emotional-support-and-well-being/)","https://covid19.ca.gov/resources-for-emotional-support-and-well-being/"," ","[]","false","[]","129"
"First Responders and Law Enforcement","*   [Fire/EMS helpline](https://www.nvfc.org/fireems-helpline/): Call [888-731-FIRE](tel:888-731-FIRE) to get 24/7 help for a variety of behavioral health issues.\n*   [COPLINE](https://www.copline.org/): Call [800-267-5463](tel:800-267-5463) to find support 24/7 for law enforcement officers.\n\nMore info: [Resources for emotional support and well-being](https://covid19.ca.gov/resources-for-emotional-support-and-well-being/)","https://covid19.ca.gov/resources-for-emotional-support-and-well-being/"," ","[]","false","[]","130"
"Older Californians","*   [Friendship Line](https://www.ioaging.org/services/all-inclusive-health-care/friendship-line): Call [888-670-1360](tel:888-670-1360) for 24/7 support if you are 60 years or older, or an adult living with disabilities.  \n*   California Aging and Adult Information Line: Call [800-510-2020](tel:800-510-2020) for help finding local assistance. \n\nMore info: [Resources for emotional support and well-being](https://covid19.ca.gov/resources-for-emotional-support-and-well-being/)","https://covid19.ca.gov/resources-for-emotional-support-and-well-being/"," ","[]","false","[]","131"
"Deaf and Hard of Hearing Individuals","[National Suicide Prevention Deaf and Hard of Hearing Hotline](https://suicidepreventionlifeline.org/help-yourself/for-deaf-hard-of-hearing/): Access 24/7 video relay service by dialing [800-273-8255](tel:800-273-8255) (TTY [800-799-4889](tel:800-799-4889)).\n\nMore info: [Resources for emotional support and well-being](https://covid19.ca.gov/resources-for-emotional-support-and-well-being/)","https://covid19.ca.gov/resources-for-emotional-support-and-well-being/"," ","[]","false","[]","132"
"Services for Substance Use Disorders","*   [SAMHSA National Helpline](https://www.samhsa.gov/find-help/national-helpline): Call [800-662-HELP](tel:1-800-662-4357) for 24/7 information and referrals in English and Spanish. \n*   [SAMHSA Treatment Locator](https://findtreatment.samhsa.gov)**:**  Find drug or alcohol treatment programs. \n*   [Local county access lines](https://gcc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.dhcs.ca.gov%2Findividuals%2FPages%2FSUD_County_Access_Lines.aspx&data=02%7C01%7CJanne.Olson-Morgan%40osg.ca.gov%7C122307be91754d12e5dc08d7d984f958%7C265c2dcd2a6e43aab2e826421a8c8526%7C0%7C0%7C637217037446186621&sdata=5sx4UdIlVkRL%2BEJR7FrpK0gYAn20yE71TyBDFIw1kJM%3D&reserved=0): Find your local number for help seeking substance use disorder services.\n\nMore info: [Resources for emotional support and well-being](https://covid19.ca.gov/resources-for-emotional-support-and-well-being/)","https://covid19.ca.gov/resources-for-emotional-support-and-well-being/"," ","[]","false","[]","133"
"LGBTQ Individuals","*   [Trevor Project](https://www.thetrevorproject.org): Call [866-488-7386](tel:866-488-7386) or text START to [678678](sms:678678) for 24/7 information and suicide prevention resources for LGBTQ youth.\n*   [Lesbian, Gay, Bisexual and Transgender National Hotline](https://www.glbthotline.org/hotline.html): Call [800-273-8255](tel:800-273-8255) from 1pm – 9pm for support, information or help finding resources.\n*   [Victims of Crime Resource Center](https://1800victims.org/): Call or text [800-842-8467](tel:800-842-8467) or [chat online](https://1800victims.org/) for information about LGTBQ rights, legal protections, and local resources.\n\nMore info: [Resources for emotional support and well-being](https://covid19.ca.gov/resources-for-emotional-support-and-well-being/)","https://covid19.ca.gov/resources-for-emotional-support-and-well-being/"," ","[]","false","[]","134"
"Is in-language assistance available?",,"https://covid19.ca.gov/contact-tracing/","","[]","FALSE","[]","391"
"Who should get tested?",,"https://covid19.ca.gov/contact-tracing/","","[]","FALSE","[]","392"
"How do I find a testing location?",,"https://covid19.ca.gov/contact-tracing/","","[]","FALSE","[]","393"
"Can I apply for a contact tracing position?","Contact your [local health department](https://covid19.ca.gov/state-local-resources/) to see if they are hiring contact tracing staff.\n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)","https://covid19.ca.gov/contact-tracing/"," ","[]","false","[]","138"
"County case metrics","**Stable or down trending hospitalizations**\n\n*   Stable hospitalizations of COVID individuals on a 7-day average of daily percent change of less than 5% **OR** no more than 20 COVID hospitalizations on any single day in the past 14 days \n\n**Cases per population count and test positivity rate**\n\n*   Less than 25 new cases per 100,000 residents in the past 14 days **OR** less than 8% testing positive in the past 7 days\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","139"
"County preparedness","**Testing capacity** \n\n*   Minimum daily testing volume to test 1.5 per 1,000 residents, which can be met through a combination of testing of symptomatic individuals and targeted surveillance.  The county’s average daily testing volume for the past week must be provided.  If the county does not believe a testing volume of 1.5 per 1,000 residents is merited, justification must be provided. \n*   Testing availability for at least 75% of residents, as measured by a specimen collection site (including established health care providers) within 30 minutes driving time in urban areas, and 60 minutes in rural areas. \n\n**Contact tracing** \n\n*   Sufficient contact tracing so public health staff work can work with a patient to help them recall everyone with whom they have had close contact during the timeframe while they may have been infectious.  For counties that have no cases, there should be at least 15 staff per 100,000 county population trained and available for contact tracing; for counties with small populations, there must be at least one staff person trained and available.  \n\n**Hospital surge**\n\n*   County (or regional) hospital capacity to accommodate a minimum surge of 35% due to COVID-19 cases in addition to providing usual care for non-COVID-19 patients.  \n\n**SNF disease outbreak prevention and containment**\n\n*   Must have plans to prevent and mitigate infections in skilled nursing facilities (SNF)\n*   Skilled nursing facilities must have more than a 14 day supply of PPE on hand for staff, with an established process for ongoing procurement from non-state supply chains.  \n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","140"
"County response","*   Counties must produce plans for the following related to county-wide containment:\n    *   Availability of temporary housing units to shelter at least 15% of county residents experiencing homelessness in case of an outbreak among this population requiring isolation and quarantine of affected individuals. The county’s plans to support individuals, including those experiencing homelessness, who are not able to properly isolate in a home setting by providing them with temporary housing (including access to a private bathroom), for the duration of the necessary isolation or quarantine period must be described.\n\n*   County (or regional) hospital facilities have a robust plan to protect the hospital workforce, both clinical and nonclinical, with PPE.  \n*   Guidance for employers and essential critical infrastructure workplaces on how to structure the physical environment to protect essential workers.  \n*   Availability of supplies (disinfectant, essential protective gear) to protect essential workers. \n*   Each county must provide details on their plans to move further ahead in the Resilience Roadmap including which sectors and spaces will be opened, in what sequence, on what timeline.  Please specifically indicate where the plan differs from the state’s order.  Please note that this variance should not include sectors that are part of Stage 3.\n*   County metrics that would serve as triggers for either slowing the pace through Stage 2 or tightening modifications, including the frequency of measurement, the specific actions triggered by metric changes must be described, and how the county will inform the state of emerging concerns and how it will implement early containment measures. \n*   The county must provide details on the plan to move through opening sectors and spaces that are part of the State’s plan for Stage 2. A reminder, that this variance only covers those areas that are part of Stage 2, up to, but not including Stage 3. \n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","141"
"Dine-in restaurants","This [guidance for dine-in restaurants](https://covid19.ca.gov/pdf/guidance-dine-in-restaurants.pdf) provides guidelines to create a safer environment for workers.  \nReview the guidance, prepare a plan, and post the [checklist for dine-in restaurants](https://covid19.ca.gov/pdf/checklist-dine-in-restaurants.pdf) in your workplace to show customers and employees that you’ve reduced the risk and are open for business.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","142"
"Hair salons and barbershops","This [guidance for hair salons and barbershops](https://covid19.ca.gov/pdf/guidance-hair-salons.pdf) provides guidelines to create a safer environment for workers.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","143"
"Casinos","In working with tribal governments, CDPH and DIR has released guidance on how to reopen casinos with reduced risk of transmission. Tribal governments should make determinations on when to reopen based on how they align with the current local public health conditions and the statewide stage of reopening and the Governor respectfully requests that until a surrounding or neighboring local jurisdiction has progressed into Stage 3, tribal casinos remain closed.\n\nFollow this [guidance for casinos](https://covid19.ca.gov/pdf/guidance-casinos.pdf) to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","144"
"Movie theaters and family entertainment centers","Follow this guidance for [movie theaters and family entertainment centers](http://covid19.ca.gov/pdf/guidance-family-entertainment.pdf) to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","145"
"Restaurants, wineries, and bars","Follow this [guidance for restaurants, wineries, and bars](http://covid19.ca.gov/pdf/guidance-restaurants-bars.pdf) to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","146"
"Zoos and museums","Follow this [guidance for zoos, museums](http://covid19.ca.gov/pdf/guidance-zoos-museums.pdf), galleries, and aquariums to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","147"
"Gyms and fitness centers","Follow this [guidance for gyms and fitness centers](http://covid19.ca.gov/pdf/guidance-fitness.pdf) to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","148"
"Hotels (for tourism and individual travel)","Follow this [guidance for hotels and short term rentals](https://covid19.ca.gov/pdf/guidance-hotels-lodging-rentals.pdf) for tourism and individual travel to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","149"
"Cardrooms and racetracks","Follow this [guidance for cardrooms](https://covid19.ca.gov/pdf/guidance-cardrooms-racetracks.pdf), race tracks, and satellite wagering to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","150"
"Campgrounds and outdoor recreation","Follow this [guidance for campgrounds](http://covid19.ca.gov/pdf/guidance-campgrounds.pdf) to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","151"
"Personal care services","Follow this [guidance for personal care services](https://covid19.ca.gov/pdf/expanded-personal-services.pdf) like nail salons, tattoo parlors, and body waxing to create a safer environment for workers and patrons.\n\nMore info: [County variance info](https://covid19.ca.gov/roadmap-counties/)","https://covid19.ca.gov/roadmap-counties/"," ","[]","false","[]","152"
"Northern California","*   Alturas (Modoc County)\n*   Bear Valley (Alpine County)\n*   Bieber (Lassen County)\n*   Bishop (Inyo County)\n*   Bridgeport (Mono County)\n*   Cedarville (Modoc County)\n*   Clearlake (Lake County)\n*   Crescent City (Del Norte County)\n*   Daly City (San Mateo County)\n*   Downieville (Sierra County)\n*   Doyle (Lassen County)\n*   East Palo Alto (San Mateo County)\n*   Half Moon Bay (San Mateo County)\n*   Hayfork (Trinity County)\n*   Herlong (Lassen County)\n*   Jackson (Amador County)\n*   Kirkwood (Alpine and Amador Counties)\n*   Lakeport (Lake County)\n*   Lone Pine (Inyo County)\n*   Loyalton (Sierra County)\n*   Mammoth Lakes (Mono County)\n*   Middletown (Lake County)\n*   Napa (Napa County)\n*   Oakland (Alameda County)\n*   Quincy (Plumas County)\n*   Redwood City (San Mateo County)\n*   Sacramento (Sacramento County)\n*   Salida (Stanislaus County)\n*   San Francisco (San Francisco)\n*   San Jose (Santa Clara County)\n*   San Mateo (San Mateo County)\n*   Stockton (San Joaquin County)\n*   Susanville (Lassen County)\n*   Weaverville (Trinity County)\n*   Westwood (Lassen County)\n*   Willow Creek (Humboldt County)\n*   Woodfords (Alpine County)\n*   Yosemite Valley (Mariposa County)\n\nMore info: [Testing and treatment](https://covid19.ca.gov/testing-and-treatment/)","https://covid19.ca.gov/testing-and-treatment/"," ","[]","false","[]","153"
"Southern California","*   Bakersfield (Kern County)\n*   Lake Elsinore (Riverside County)\n*   Long Beach (Los Angeles County)\n*   Los Angeles (Los Angeles County)\n*   Sherman Oaks (Los Angeles County)\n\nMore info: [Testing and treatment](https://covid19.ca.gov/testing-and-treatment/)","https://covid19.ca.gov/testing-and-treatment/"," ","[]","false","[]","154"
"How do I get a drive-through test?","There are two steps to this process: screening and testing. First, you will create an account and take the online screener. If your answers from the screener determine you are eligible at this time, you will receive details on how and where to get tested. Once tested, you’ll be informed via email or phone when your COVID-19 test results are available.\n\nMore info: [Testing and treatment](https://covid19.ca.gov/testing-and-treatment/)","https://covid19.ca.gov/testing-and-treatment/"," ","[]","false","[]","155"
"Why am I asked to create an account for drive-through testing using Verily’s Project Baseline?","For the Baseline COVID-19 Program to work, Verily needs a way to authenticate users to appropriately protect their information. Verily turned to Google for this service because Google Account provides best-in-class authentication. We ask that you link to an existing Google Account or create a new Google Account (which can be done with any email address). This lets Verily authenticate your account, and securely and privately contact you during the screening and testing process. All the data provided by Baseline COVID-19 Program users for screening is stored separately and not directly linked to a user’s Google Account.\n\nMore info: [Testing and treatment](https://covid19.ca.gov/testing-and-treatment/)","https://covid19.ca.gov/testing-and-treatment/"," ","[]","false","[]","156"
"I have mild COVID-19 symptoms. How long do I have to isolate at home?","Follow the Centers for Disease Control and Prevention (CDC) guidance on [ending self-isolation](https://www.cdc.gov/coronavirus/2019-ncov/hcp/disposition-in-home-patients.html).\n\nMore info: [Testing and treatment](https://covid19.ca.gov/testing-and-treatment/)","https://covid19.ca.gov/testing-and-treatment/"," ","[]","false","[]","157"
"What are the pay and benefits for California Health Corps professionals?","Salary rates for most of the health care professionals being hired for this emergency are listed in the [CalHR Pay Scales](https://www.calhr.ca.gov/Pay%20Scales%20Library/PS_Sec_05.pdf) (pages 5.12 and 5.13). In addition, CalHR has established pay rates for medical roles that don’t have a corresponding regular classification and pay schedule, such as paramedics and EMTs. CalHR will determine specific salary and benefits after conducting a review of each application.\n\nMore info: [California Health Corps](https://covid19.ca.gov/healthcorps/)","https://covid19.ca.gov/healthcorps/"," ","[]","false","[]","158"
"Some healthcare professions are not listed. Are health professionals who are not listed (e.g., Medical Technicians, Lab Technicians, etc.) eligible for the California Health Corps?",,"https://covid19.ca.gov/healthcorps/","","[]","FALSE","[]","417"
"When can I expect to hear a response after completing my California Health Corps registration?","Currently we anticipate the process may take up to two weeks, since an incredible number of responses are received and need to prioritize certain parts of the state, where the needs are the greatest. We will begin to contact the volunteers after verification of credentials, and based on current and anticipated needs.\n\nMore info: [California Health Corps](https://covid19.ca.gov/healthcorps/)","https://covid19.ca.gov/healthcorps/"," ","[]","false","[]","160"
"How do I return to the California Health Corps application after logging out?","Visit [https://healthcarevolunteers.ca.gov/](https://healthcarevolunteers.ca.gov/) and use the account you created while applying to correct or update any information you want.\n\nMore info: [California Health Corps](https://covid19.ca.gov/healthcorps/)","https://covid19.ca.gov/healthcorps/"," ","[]","false","[]","161"
"Resources for the California Health Corps participants","*   SNF Orientation: [SNF-Nursing-Staff-Orientation (PDF)](https://covid19.ca.gov/pdf/SNF-Nursing-Staff-Orientation.pdf)\n*   Program FAQ details: [CA-Health-Corps-FAQ (PDF)](https://covid19.ca.gov/pdf/CA-Health-Corps-FAQ.pdf)\n*   How to file a complaint: [How-to-file-a-complaint (PDF)](https://covid19.ca.gov/pdf/How-to-file-a-complaint.pdf)\n*   EMSA Pocket Travel Guide: [EMSA-Pocket-Travel-Guide (PDF)](https://covid19.ca.gov/pdf/EMSA-Pocket-Travel-Guide.pdf)\n*   Direct deposit: [std699-Direct-Deposit (PDF)](https://covid19.ca.gov/pdf/std699-Direct-Deposit.pdf)\n*   Travel Info: [CA-Health-Corps-Travel-Info (PDF)](https://covid19.ca.gov/pdf/CA-Health-Corps-Travel-Info.pdf)\n*   Travel expense claim: [Std262-Travel-Expense-Claim (PDF)](https://covid19.ca.gov/pdf/Std262-Travel-Expense-Claim.pdf)\n\nMore info: [California Health Corps](https://covid19.ca.gov/healthcorps/)","https://covid19.ca.gov/healthcorps/"," ","[]","false","[]","162"
"Agriculture and livestock","The [guidance for the agriculture and livestock industry](http://covid19.ca.gov/pdf/guidance-agriculture.pdf) provides guidelines to create a safer environment for workers.  \n  \nReview the guidance, prepare a plan, and post the [checklist for the agriculture and livestock industry](http://covid19.ca.gov/pdf/checklist-agriculture.pdf) in your workplace to show customers and employees that you’ve reduced the risk and are open for business.\n\nMore info: [Statewide industry guidance to reduce risk](https://covid19.ca.gov/industry-guidance/)","https://covid19.ca.gov/industry-guidance/"," ","[]","false","[]","163"
"Auto dealerships","The [guidance for the automobile dealerships and rental operators industry](http://covid19.ca.gov/pdf/guidance-auto-dealerships.pdf) provides guidelines to create a safer environment for workers.  \nReview the guidance, prepare a plan, and post the [checklist for the automobile dealerships and rental operators](http://covid19.ca.gov/pdf/checklist-auto-dealerships.pdf) industry in your workplace to show customers and employees that you’ve reduced the risk and are open for business.\n\nMore info: [Statewide industry guidance to reduce risk](https://covid19.ca.gov/industry-guidance/)","https://covid19.ca.gov/industry-guidance/"," ","[]","false","[]","164"
"Childcare","All childcare facilities can open with necessary modifications. The updated [guidance for childcare industry](http://covid19.ca.gov/pdf/guidance-childcare.pdf) provides guidelines to minimize the spread of COVID-19 and ensure the safety of children, providers, and families. As programs begin to reopen and other programs transition from emergency childcare for essential workers to enhanced regular operations, all providers must apply new and updated policies and requirements and must update their emergency preparedness plan.\n\nMore info: [Statewide industry guidance to reduce risk](https://covid19.ca.gov/industry-guidance/)","https://covid19.ca.gov/industry-guidance/"," ","[]","false","[]","165"
"Communications infrastructure","The [guidance for the communications infrastructure industry](http://covid19.ca.gov/pdf/guidance-communications.pdf) provides guidelines to create a safer environment for workers.  \n  \nReview the guidance, prepare a plan, and post the [checklist for the communications infrastructure industry](http://covid19.ca.gov/pdf/checklist-communications.pdf) in your workplace to show customers and employees that you’ve reduced the risk and are open for business.\n\nMore info: [Statewide industry guidance to reduce risk](https://covid19.ca.gov/industry-guidance/)","https://covid19.ca.gov/industry-guidance/"," ","[]","false","[]","166"
"Construction","This [guidance for the construction industry](http://covid19.ca.gov/pdf/guidance-construction.pdf) provides guidelines to create a safer environment for workers.  \n  \nReview the guidance, prepare a plan, and post the [checklist for the construction industry](http://covid19.ca.gov/pdf/checklist-construction.pdf) in your workplace to show customers and employees that you’ve reduced the risk and are open for business.\n\nMore info: [Statewide industry guidance to reduce risk](https://covid19.ca.gov/industry-guidance/)","https://covid19.ca.gov/industry-guidance/"," ","[]","false","[]","167"
"Day camps","The [guidance for day camps](http://covid19.ca.gov/pdf/guidance-daycamps.pdf) provides guidelines to create a plan for safe re-opening.  Implementation of these guidelines should be tailored for each setting. Implementation requires training and support for staff and adequate consideration of camper and family needs. All decisions about following these recommendations should be made in collaboration with local health officials and other authorities, and should depend on the levels of COVID-19 community transmission and the capacities of the local public health and healthcare systems, among other relevant factors.\n\nMore info: [Statewide industry guidance to reduce risk](https://covid19.ca.gov/industry-guidance/)","https://covid19.ca.gov/industry-guidance/"," ","[]","false","[]","168"
"Delivery services","The [guidance for the delivery services industry](http://covid19.ca.gov/pdf/guidance-delivery-services.pdf) provides guidelines to create a safer environment for workers.  \n  \nReview the guidance, prepare a plan, and post the [checklist for the delivery services industry](http://covid19.ca.gov/pdf/checklist-delivery-services.pdf) in your workplace to show customers and employees that you’ve reduced the risk and are open for business.\n\nMore info: [Statewide industry guidance to reduce risk](https://covid19.ca.gov/industry-guidance/)","https://covid19.ca.gov/industry-guidance/"," ","[]","false","[]","169"
"Energy and utilities","The [guidance for the energy and utilities industry](http://covid19.ca.gov/pdf/guidance-energy.pdf) provides guidelines to create a safer environment for workers.  \n  \nReview the guidance, prepare a plan, and post  the [checklist for the energy and utilities industry](http://covid19.ca.gov/pdf/checklist-energy.pdf) in your workplace to show customers and employees that you’ve reduced the risk and are open for business.\n\nMore info: [Statewide industry guidance to reduce risk](https://covid19.ca.gov/industry-guidance/)","https://covid19.ca.gov/industry-guidance/"," ","[]","false","[]","170"
